Date,Adj Close,Close,High,Low,Open,Volume
2024-06-27,22905.98046875,22905.98046875,22922.560546875,22765.16015625,22859.9296875,4535700
2024-06-28,23032.25,23032.25,23142.400390625,22896.720703125,22896.720703125,4348300
2024-07-01,23058.5703125,23058.5703125,23187.880859375,23015.169921875,23042.69921875,4294900
2024-07-02,22879.369140625,22879.369140625,23041.900390625,22833.779296875,23012.740234375,5034500
2024-07-03,23172.4296875,23172.4296875,23172.4296875,22994.279296875,23009.8203125,5720700
2024-07-04,23522.529296875,23522.529296875,23571.8203125,23360.880859375,23360.880859375,5361000
2024-07-05,23556.58984375,23556.58984375,23628.859375,23491.7890625,23532.009765625,5319900
2024-07-08,23878.150390625,23878.150390625,24011.640625,23505.859375,23550.640625,5644800
2024-07-09,23900.080078125,23900.080078125,24126.66015625,23607.919921875,23888.19921875,6353500
2024-07-10,24007.080078125,24007.080078125,24040.609375,23682.490234375,23744.880859375,5510500
2024-07-11,24390.029296875,24390.029296875,24416.669921875,24151.80078125,24242.029296875,5761800
2024-07-12,23916.9296875,23916.9296875,24045.73046875,23774.220703125,23955.669921875,6056600
2024-07-15,23879.359375,23879.359375,24018.310546875,23759.509765625,23927.91015625,5209800
2024-07-16,23997.25,23997.25,24174.1796875,23861.76953125,23880.330078125,4762100
2024-07-17,23769.8203125,23769.8203125,23993.6796875,23650.939453125,23827.26953125,6025100
2024-07-18,23398.470703125,23398.470703125,23450.91015625,23148.740234375,23373.009765625,5618700
2024-07-19,22869.259765625,22869.259765625,23235.8203125,22865.83984375,23228.0390625,5435600
2024-07-22,22256.990234375,22256.990234375,22818.859375,22130.880859375,22818.859375,5194300
2024-07-23,22871.83984375,22871.83984375,22871.83984375,22514.75,22514.75,3915800
2024-07-26,22119.2109375,22119.2109375,22206.9296875,21889.609375,22206.9296875,4132300
2024-07-29,22164.490234375,22164.490234375,22471.400390625,22128.140625,22321.369140625,3920300
2024-07-30,22223.5703125,22223.5703125,22276.390625,21833.849609375,22040.0390625,3659100
2024-07-31,22199.349609375,22199.349609375,22315.310546875,22046.2890625,22088.779296875,3673200
2024-08-01,22642.099609375,22642.099609375,22652.2109375,22465.060546875,22546.400390625,4149100
2024-08-02,21638.08984375,21638.08984375,22141.19921875,21636.220703125,22141.19921875,4570100
2024-08-05,19830.880859375,19830.880859375,20982.919921875,19783.5,20982.919921875,6413800
2024-08-06,20501.01953125,20501.01953125,20751.5,19662.740234375,20344.390625,6051700
2024-08-07,21295.279296875,21295.279296875,21306.23046875,20638.279296875,20638.279296875,3982300
2024-08-08,20870.099609375,20870.099609375,21074.189453125,20723.259765625,21047.16015625,3746500
2024-08-09,21469.0,21469.0,21613.759765625,21212.0,21212.0,4426600
2024-08-12,21773.259765625,21773.259765625,21897.98046875,21598.9296875,21598.9296875,3821500
2024-08-13,21796.5703125,21796.5703125,21866.630859375,21698.470703125,21816.0703125,3389300
2024-08-14,22027.25,22027.25,22155.2890625,21942.220703125,21952.029296875,3955900
2024-08-15,21895.169921875,21895.169921875,22089.0390625,21895.169921875,22005.689453125,3151800
2024-08-16,22349.330078125,22349.330078125,22374.939453125,22114.720703125,22114.720703125,3855200
2024-08-19,22409.630859375,22409.630859375,22485.91015625,22307.169921875,22338.830078125,3122100
2024-08-20,22429.099609375,22429.099609375,22545.890625,22369.25,22464.0703125,3871600
2024-08-21,22237.890625,22237.890625,22358.880859375,22165.8203125,22316.779296875,4134900
2024-08-22,22148.830078125,22148.830078125,22315.919921875,22096.259765625,22254.58984375,3019700
2024-08-23,22158.05078125,22158.05078125,22159.26953125,21935.98046875,22042.58984375,4275900
2024-08-26,22240.119140625,22240.119140625,22449.44921875,22164.529296875,22250.490234375,4880500
2024-08-27,22185.0,22185.0,22205.109375,22059.509765625,22179.2109375,3660500
2024-08-28,22370.66015625,22370.66015625,22370.66015625,22108.859375,22210.5703125,3293800
2024-08-29,22201.849609375,22201.849609375,22273.619140625,22010.890625,22136.310546875,3416000
2024-08-30,22268.08984375,22268.08984375,22342.25,22230.0703125,22230.0703125,4245800
2024-09-02,22235.099609375,22235.099609375,22439.310546875,22178.0390625,22341.900390625,2928000
2024-09-03,22092.2109375,22092.2109375,22303.5,22092.2109375,22240.109375,2936800
2024-09-04,21092.75,21092.75,21574.650390625,20922.169921875,21574.650390625,4571100
2024-09-05,21187.7109375,21187.7109375,21488.810546875,21150.990234375,21271.08984375,3353700
2024-09-06,21435.189453125,21435.189453125,21461.7109375,21125.140625,21255.44921875,2587200
2024-09-09,21144.439453125,21144.439453125,21163.91015625,20922.509765625,21127.810546875,2944600
2024-09-10,21064.080078125,21064.080078125,21324.4296875,20977.0,21252.5703125,3118200
2024-09-11,21031.0,21031.0,21134.05078125,21031.0,21089.1796875,2863800
2024-09-12,21653.25,21653.25,21706.849609375,21373.640625,21373.640625,3050300
2024-09-13,21759.650390625,21759.650390625,21796.390625,21643.220703125,21754.359375,2514700
2024-09-16,21850.080078125,21850.080078125,21854.740234375,21736.69921875,21800.0,2823700
2024-09-18,21678.83984375,21678.83984375,21859.16015625,21584.630859375,21813.5390625,3989100
2024-09-19,22042.689453125,22042.689453125,22042.689453125,21656.66015625,21675.400390625,3393700
2024-09-20,22159.419921875,22159.419921875,22354.5390625,22136.529296875,22246.240234375,5085000
2024-09-23,22285.529296875,22285.529296875,22307.4609375,22170.939453125,22170.939453125,3582300
2024-09-24,22431.779296875,22431.779296875,22431.779296875,22154.55078125,22273.7890625,3517800
2024-09-25,22761.599609375,22761.599609375,22785.3203125,22569.2890625,22569.2890625,4014100
2024-09-26,22858.810546875,22858.810546875,22961.76953125,22769.240234375,22841.419921875,3923400
2024-09-27,22822.7890625,22822.7890625,23079.2109375,22806.830078125,22978.970703125,4104100
2024-09-30,22224.5390625,22224.5390625,22691.23046875,22224.5390625,22643.91015625,3569300
2024-10-01,22390.390625,22390.390625,22446.859375,22311.330078125,22329.650390625,2789600
2024-10-04,22302.7109375,22302.7109375,22493.05078125,22193.5,22459.099609375,3632200
2024-10-07,22702.560546875,22702.560546875,22719.0703125,22479.240234375,22479.240234375,3508600
2024-10-08,22611.390625,22611.390625,22691.3203125,22418.380859375,22691.3203125,3557200
2024-10-09,22659.080078125,22659.080078125,22885.94921875,22637.169921875,22637.169921875,3670800
2024-10-11,22901.640625,22901.640625,23011.109375,22726.189453125,22726.189453125,3012500
2024-10-14,22975.2890625,22975.2890625,23015.55078125,22799.140625,22947.3203125,2706500
2024-10-15,23292.0390625,23292.0390625,23353.91015625,23082.060546875,23083.69921875,3579700
2024-10-16,23010.98046875,23010.98046875,23258.51953125,22866.73046875,22990.640625,3698000
2024-10-17,23053.83984375,23053.83984375,23191.7890625,22950.69921875,23114.2109375,3263300
2024-10-18,23487.26953125,23487.26953125,23713.69921875,23378.359375,23620.5703125,3775600
2024-10-21,23542.529296875,23542.529296875,23678.509765625,23480.060546875,23602.98046875,3005000
2024-10-22,23535.4296875,23535.4296875,23535.4296875,23269.859375,23428.109375,3046700
2024-10-23,23334.759765625,23334.759765625,23486.44921875,23318.83984375,23402.240234375,3039000
2024-10-24,23192.51953125,23192.51953125,23446.640625,23150.76953125,23446.640625,3322300
2024-10-25,23348.44921875,23348.44921875,23388.529296875,23222.76953125,23255.0703125,2744200
2024-10-28,23198.0703125,23198.0703125,23547.119140625,23164.419921875,23455.689453125,2880000
2024-10-29,22926.58984375,22926.58984375,23056.5703125,22711.099609375,23048.44921875,2933400
2024-10-30,22820.4296875,22820.4296875,23116.330078125,22801.44921875,22985.130859375,2981400
2024-11-01,22780.080078125,22780.080078125,22828.98046875,22231.939453125,22438.9296875,3569900
2024-11-04,22965.390625,22965.390625,23020.990234375,22792.76953125,22839.1796875,2715900
2024-11-05,23106.7890625,23106.7890625,23178.80078125,22849.830078125,22870.109375,2872200
2024-11-06,23217.380859375,23217.380859375,23439.390625,23035.30078125,23112.94921875,3163400
2024-11-07,23408.8203125,23408.8203125,23518.630859375,23132.939453125,23180.009765625,3751300
2024-11-08,23553.890625,23553.890625,23699.69921875,23509.130859375,23608.109375,3635500
2024-11-11,23529.640625,23529.640625,23563.80078125,23306.66015625,23477.75,3158800
2024-11-12,22981.76953125,22981.76953125,23276.759765625,22981.76953125,23276.759765625,3983600
2024-11-13,22860.23046875,22860.23046875,23046.470703125,22860.23046875,22894.91015625,3491500
2024-11-14,22715.380859375,22715.380859375,22893.8203125,22619.7109375,22821.0390625,3593400
2024-11-15,22742.76953125,22742.76953125,22940.80078125,22690.76953125,22767.109375,3823100
2024-11-18,22546.5390625,22546.5390625,22781.76953125,22503.689453125,22693.9609375,3431100
2024-11-19,22848.80078125,22848.80078125,22906.689453125,22578.75,22614.740234375,3689400
2024-11-20,22688.359375,22688.359375,22977.560546875,22622.470703125,22872.91015625,3757700
2024-11-21,22555.66015625,22555.66015625,22708.5703125,22490.279296875,22671.66015625,3395800
2024-11-22,22904.3203125,22904.3203125,23019.0390625,22799.529296875,22799.529296875,3505100
2024-11-25,22948.369140625,22948.369140625,23172.4296875,22948.369140625,22996.05078125,5048900
2024-11-26,22678.759765625,22678.759765625,22832.109375,22645.130859375,22789.599609375,2985600
2024-11-27,22334.779296875,22334.779296875,22743.990234375,22334.779296875,22665.580078125,3577000
2024-11-28,22298.900390625,22298.900390625,22413.25,22124.310546875,22380.44921875,3123400
2024-11-29,22262.5,22262.5,22429.859375,22055.380859375,22202.279296875,2801000
2024-12-02,22736.9296875,22736.9296875,22802.529296875,22456.5,22456.5,2812700
2024-12-03,23027.4609375,23027.4609375,23144.779296875,22972.30078125,22972.30078125,3099500
2024-12-04,23255.330078125,23255.330078125,23255.330078125,23034.69921875,23126.080078125,2836900
2024-12-05,23267.939453125,23267.939453125,23387.169921875,23225.310546875,23308.2890625,2847600
2024-12-06,23193.26953125,23193.26953125,23361.119140625,23137.619140625,23278.6796875,2954100
2024-12-09,23273.25,23273.25,23325.990234375,23172.220703125,23287.7890625,3209600
2024-12-10,23125.080078125,23125.080078125,23329.009765625,23071.4296875,23228.259765625,2908900
2024-12-11,22903.630859375,22903.630859375,23108.359375,22880.5703125,23108.359375,2760300
2024-12-12,23046.80078125,23046.80078125,23189.2890625,23030.48046875,23050.640625,3059200
2024-12-13,23020.48046875,23020.48046875,23097.51953125,22920.83984375,23002.369140625,3046000
2024-12-16,23039.900390625,23039.900390625,23264.400390625,22959.91015625,23207.2109375,3188400
2024-12-17,23018.009765625,23018.009765625,23223.509765625,23018.009765625,23131.5703125,3429100
2024-12-18,23168.669921875,23168.669921875,23211.169921875,22934.58984375,23014.4296875,3298300
2024-12-19,22932.25,22932.25,22947.560546875,22743.30078125,22947.560546875,3445900
2024-12-20,22510.25,22510.25,22845.58984375,22510.25,22798.390625,4683900
2024-12-23,23104.5390625,23104.5390625,23132.25,22811.560546875,22811.560546875,3504100
2024-12-24,23120.240234375,23120.240234375,23326.25,23120.240234375,23260.740234375,3344300
2024-12-25,23220.130859375,23220.130859375,23296.359375,23159.359375,23226.349609375,3073700
2024-12-26,23246.939453125,23246.939453125,23320.619140625,23241.939453125,23276.080078125,2941300
2024-12-27,23275.6796875,23275.6796875,23335.66015625,23204.349609375,23251.279296875,2416800
2024-12-30,23190.19921875,23190.19921875,23331.669921875,23159.69921875,23274.259765625,2483600
2024-12-31,23035.099609375,23035.099609375,23123.9609375,22972.990234375,23094.0703125,2572400
2025-01-02,22832.060546875,22832.060546875,23038.080078125,22713.630859375,22975.7109375,3148600
2025-01-03,22908.30078125,22908.30078125,23092.0703125,22905.400390625,23018.560546875,2828200
2025-01-06,23547.7109375,23547.7109375,23553.2890625,23131.7890625,23131.7890625,2957500
2025-01-07,23651.26953125,23651.26953125,23943.94921875,23651.26953125,23824.720703125,3207900
2025-01-08,23407.330078125,23407.330078125,23671.279296875,23388.630859375,23522.2890625,2606700
2025-01-09,23081.130859375,23081.130859375,23463.9609375,23081.130859375,23406.720703125,3399500
2025-01-10,23011.859375,23011.859375,23202.25,22989.669921875,23067.4609375,2979400
2025-01-13,22488.330078125,22488.330078125,23070.3203125,22458.220703125,23070.3203125,3544500
2025-01-14,22797.51953125,22797.51953125,22797.51953125,22542.9296875,22573.9609375,2319000
2025-01-15,22514.5703125,22514.5703125,22777.33984375,22509.650390625,22757.4609375,2359800
2025-01-16,23025.099609375,23025.099609375,23147.689453125,22817.51953125,22817.51953125,2497000
2025-01-17,23148.080078125,23148.080078125,23209.880859375,22905.529296875,23190.119140625,2465000
2025-01-20,23266.8203125,23266.8203125,23346.640625,23176.4296875,23203.470703125,2168200
2025-01-21,23300.009765625,23300.009765625,23377.640625,23174.01953125,23266.8203125,0
2025-01-22,23525.41015625,23525.41015625,23642.080078125,23472.669921875,23472.669921875,2695000
2025-02-03,22694.7109375,22694.7109375,22796.7109375,22502.19921875,22796.7109375,3428900
2025-02-04,22793.9609375,22793.9609375,22934.310546875,22720.619140625,22836.26953125,2990000
2025-02-05,23161.580078125,23161.580078125,23249.330078125,22916.380859375,22916.380859375,2482200
2025-02-06,23316.599609375,23316.599609375,23348.419921875,23216.650390625,23226.5,2400700
2025-02-07,23478.26953125,23478.26953125,23478.26953125,23254.169921875,23289.970703125,2672200
2025-02-10,23252.140625,23252.140625,23448.16015625,23163.849609375,23421.76953125,2706000
2025-02-11,23384.05078125,23384.05078125,23485.509765625,23289.759765625,23321.919921875,2956500
2025-02-12,23289.75,23289.75,23528.609375,23289.75,23449.310546875,3159400
2025-02-13,23399.41015625,23399.41015625,23413.099609375,23206.44921875,23263.279296875,3604700
2025-02-14,23152.609375,23152.609375,23276.240234375,23142.94921875,23198.390625,3818900
2025-02-17,23505.330078125,23505.330078125,23510.6796875,23242.83984375,23258.169921875,3408200
2025-02-18,23666.109375,23666.109375,23666.109375,23454.08984375,23550.5,3038600
2025-02-19,23604.080078125,23604.080078125,23683.4609375,23550.990234375,23589.439453125,3534600
2025-02-20,23487.4609375,23487.4609375,23576.7109375,23400.75,23530.970703125,3563200
2025-02-21,23730.25,23730.25,23732.580078125,23488.419921875,23526.130859375,3518400
2025-02-24,23565.310546875,23565.310546875,23605.220703125,23461.4296875,23573.80078125,3211200
2025-02-25,23285.720703125,23285.720703125,23376.419921875,23209.529296875,23376.419921875,3717900
2025-02-26,23402.55078125,23402.55078125,23431.240234375,23156.01953125,23221.83984375,3362900
2025-02-27,23053.1796875,23053.1796875,23487.73046875,23053.1796875,23446.4609375,5093000
2025-03-03,22756.25,22756.25,22775.01953125,22611.099609375,22734.05078125,3324900
2025-03-04,22596.880859375,22596.880859375,22700.939453125,22359.5,22508.80078125,3100900
2025-03-05,22871.900390625,22871.900390625,22948.30078125,22757.220703125,22778.859375,3075000
2025-03-06,22715.4296875,22715.4296875,22979.970703125,22715.4296875,22930.109375,2851500
2025-03-07,22576.0703125,22576.0703125,22747.109375,22542.080078125,22696.23046875,2987500
2025-03-10,22459.150390625,22459.150390625,22641.25,22407.5703125,22548.98046875,3078100
2025-03-11,22071.08984375,22071.08984375,22140.390625,21769.5703125,22126.060546875,3604700
2025-03-12,22278.359375,22278.359375,22391.470703125,22153.609375,22171.099609375,3159800
2025-03-13,21961.6796875,21961.6796875,22552.4296875,21961.6796875,22403.33984375,3666300
2025-03-14,21968.05078125,21968.05078125,22074.029296875,21895.900390625,21986.810546875,3373300
2025-03-17,22118.630859375,22118.630859375,22306.830078125,22110.080078125,22137.529296875,2961500
2025-03-18,22271.669921875,22271.669921875,22327.099609375,22186.419921875,22204.619140625,2652000
2025-03-19,21960.830078125,21960.830078125,22247.66015625,21942.689453125,22245.419921875,2916300
2025-03-20,22377.259765625,22377.259765625,22377.259765625,22171.0,22171.0,2626000
2025-03-21,22209.099609375,22209.099609375,22366.94921875,22200.23046875,22362.380859375,3597700
2025-03-24,22106.640625,22106.640625,22380.73046875,22106.640625,22348.380859375,2651400
2025-03-25,22273.189453125,22273.189453125,22414.01953125,22228.6796875,22269.369140625,2553000
2025-03-26,22260.2890625,22260.2890625,22398.119140625,22235.890625,22327.609375,2295800
2025-03-27,21951.759765625,21951.759765625,22093.19921875,21919.400390625,22093.19921875,2674800
2025-03-28,21602.890625,21602.890625,21836.16015625,21525.05078125,21836.16015625,3242700
2025-03-31,20695.900390625,20695.900390625,21254.630859375,20695.900390625,21254.630859375,4034100
2025-04-01,21280.169921875,21280.169921875,21315.51953125,20884.529296875,20884.529296875,2753300
2025-04-02,21298.220703125,21298.220703125,21390.51953125,21235.990234375,21313.76953125,2300200
2025-04-07,19232.349609375,19232.349609375,20153.5703125,19212.01953125,20153.5703125,1558900
2025-04-08,18459.94921875,18459.94921875,19064.470703125,18180.48046875,19064.470703125,5839900
2025-04-09,17391.759765625,17391.759765625,18371.51953125,17306.970703125,18337.439453125,6177900
2025-04-10,19000.029296875,19000.029296875,19024.470703125,18256.470703125,18256.470703125,2659600
2025-04-11,19528.76953125,19528.76953125,19528.76953125,18418.19921875,18772.5,4766500
2025-04-14,19513.08984375,19513.08984375,20023.630859375,19508.9296875,19686.6796875,4176300
2025-04-15,19857.669921875,19857.669921875,19895.4296875,19576.150390625,19609.900390625,2866400
2025-04-16,19468.0,19468.0,19737.08984375,19453.140625,19737.08984375,2805300
2025-04-17,19338.73046875,19338.73046875,19478.0,19196.470703125,19389.51953125,2300500
2025-04-18,19395.029296875,19395.029296875,19499.279296875,19376.349609375,19423.98046875,2123700
2025-04-21,19106.19921875,19106.19921875,19359.9609375,19080.599609375,19321.140625,2325500
2025-04-22,18793.4296875,18793.4296875,19059.650390625,18793.4296875,18990.859375,2526000
2025-04-23,19639.140625,19639.140625,19639.140625,19163.609375,19163.609375,2694600
2025-04-24,19478.810546875,19478.810546875,19752.58984375,19433.369140625,19752.58984375,2418200
2025-04-25,19872.73046875,19872.73046875,20012.26953125,19861.240234375,19861.240234375,2674500
2025-04-28,20034.41015625,20034.41015625,20073.75,19972.0703125,19972.0703125,2131000
2025-04-29,20232.630859375,20232.630859375,20232.630859375,20007.30078125,20018.3203125,2538500
2025-04-30,20235.029296875,20235.029296875,20331.890625,20185.310546875,20215.390625,2806300
2025-05-02,20787.640625,20787.640625,20787.640625,20534.080078125,20534.080078125,2779300
2025-05-05,20532.990234375,20532.990234375,20885.5390625,20320.80078125,20839.0390625,3929000
2025-05-06,20522.58984375,20522.58984375,20623.849609375,20349.560546875,20353.880859375,3091500
2025-05-07,20546.490234375,20546.490234375,20685.279296875,20418.029296875,20575.150390625,2681400
2025-05-08,20543.400390625,20543.400390625,20747.279296875,20543.400390625,20559.650390625,2348100
2025-05-09,20915.0390625,20915.0390625,20915.0390625,20643.560546875,20690.80078125,2744700
2025-05-12,21129.5390625,21129.5390625,21176.130859375,20996.94921875,20996.94921875,2687300
2025-05-13,21330.140625,21330.140625,21626.279296875,21330.140625,21474.01953125,3601900
2025-05-14,21782.869140625,21782.869140625,21782.869140625,21552.419921875,21552.419921875,3656500
2025-05-15,21730.25,21730.25,21821.009765625,21674.3203125,21776.650390625,3543000
2025-05-16,21843.689453125,21843.689453125,21854.5,21697.849609375,21731.880859375,3714600
2025-05-19,21523.830078125,21523.830078125,21786.330078125,21496.689453125,21786.330078125,3401200
2025-05-20,21526.029296875,21526.029296875,21746.560546875,21517.099609375,21631.609375,2908900
2025-05-21,21803.91015625,21803.91015625,21879.240234375,21603.580078125,21603.580078125,3078500
2025-05-22,21670.9609375,21670.9609375,21733.8203125,21585.310546875,21733.8203125,3137400
2025-05-23,21652.240234375,21652.240234375,21798.880859375,21559.779296875,21766.240234375,3065000
2025-05-26,21536.5703125,21536.5703125,21688.44921875,21536.5703125,21577.640625,3105400
2025-05-27,21336.5390625,21336.5390625,21558.470703125,21310.0,21491.650390625,3512400
2025-05-28,21357.720703125,21357.720703125,21634.369140625,21305.73046875,21539.150390625,3647300
2025-05-29,21347.30078125,21347.30078125,21605.259765625,21347.30078125,21531.2890625,5081700
